price,lotsize,age,landValue,livingArea,bedrooms,fireplaces,bathrooms,rooms,heating,fuel,sewer,waterfront,newConstruction,centralAir
301000,243,15,45800,120,3,1,1.5,5,hot air,gas,public/commercial,No,No,No
309000,688,19,37600,135,2,0,1.5,5,hot air,gas,public/commercial,No,No,No
290000,971,29,49100,127,3,0,1,5,hot air,gas,public/commercial,No,No,No
564000,3521,25,90800,283,4,1,1.5,11,hot water/steam,gas,septic,No,No,No
293000,931,32,48200,118,3,0,1.5,8,hot air,gas,public/commercial,No,No,No
427000,2388,18,69500,169,4,0,2.5,6,hot air,gas,public/commercial,No,No,Yes
407000,1659,31,105700,147,4,0,1.5,6,hot air,gas,public/commercial,No,No,Yes
326000,1174,32,52400,154,4,1,1.5,7,hot air,gas,public/commercial,No,No,No
663000,1295,36,144900,228,3,1,2.5,10,hot water/steam,oil,public/commercial,No,No,No
633000,567,94,50200,186,3,0,2,9,hot air,gas,public/commercial,No,No,Yes
1161000,4330,0,193200,392,4,1,3.5,12,hot air,gas,septic,No,No,Yes
316000,1336,32,54800,153,4,0,1.5,9,hot air,gas,public/commercial,No,No,Yes
1000000,688,144,99000,265,3,1,1.5,7,hot water/steam,gas,public/commercial,No,No,No
391000,2024,18,65000,169,3,1,2,7,hot air,gas,public/commercial,No,No,Yes
272000,3521,19,93300,189,4,0,2,10,hot air,oil,public/commercial,No,No,No
255000,890,40,54500,72,2,0,1,7,hot water/steam,gas,public/commercial,No,No,No
169000,1336,34,54800,127,2,0,1,6,hot air,gas,public/commercial,No,No,No
294000,971,34,49100,87,3,0,1.5,8,hot air,gas,public/commercial,No,No,No
665000,607,1,114000,156,2,1,2.5,4,hot air,gas,public/commercial,No,No,Yes
282000,1214,33,53000,127,3,0,1,6,hot air,gas,public/commercial,No,No,No
365000,1619,34,53000,123,3,1,1.5,7,hot air,gas,public/commercial,No,No,Yes
516000,850,62,107000,147,3,1,2,4,hot air,oil,public/commercial,No,No,Yes
305000,1012,32,50000,120,3,0,1,8,hot air,gas,public/commercial,No,No,No
421000,3399,25,207700,198,3,2,2.5,7,hot air,gas,public/commercial,No,No,Yes
773000,1578,3,85400,186,3,1,2.5,6,hot air,gas,public/commercial,No,No,Yes
752000,567,3,112100,207,3,0,2.5,6,hot air,gas,public/commercial,No,No,Yes
683000,1659,99,139000,246,4,0,2,9,hot water/steam,gas,public/commercial,No,No,No
1527000,0,5,412600,230,3,1,2.5,9,hot air,gas,septic,Yes,No,Yes
534000,283,16,48200,179,2,2,3,6,hot air,electric,public/commercial,No,No,Yes
564000,486,4,108300,143,3,0,2.5,8,hot air,gas,public/commercial,No,No,Yes
395000,1012,39,44000,139,3,0,1.5,4,hot air,gas,septic,No,No,No
424000,890,46,72000,105,3,1,2,8,hot water/steam,gas,public/commercial,No,No,No
623000,931,33,61200,133,3,0,1.5,8,hot air,gas,public/commercial,No,No,Yes
265000,1700,44,60200,106,3,0,1.5,8,hot air,gas,public/commercial,No,No,No
725000,607,2,114000,201,3,1,2.5,9,hot air,gas,public/commercial,No,No,Yes
823000,1376,5,82400,217,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
1269000,1740,2,87800,256,3,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
358000,688,40,37600,140,4,0,1.5,6,hot air,gas,septic,No,No,No
522000,1578,14,58400,230,4,1,3.5,7,hot air,gas,public/commercial,No,No,Yes
335000,1255,35,47600,193,4,1,2.5,8,hot air,gas,public/commercial,No,No,No
359000,121,18,19200,138,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
903000,688,135,99000,195,3,2,2.5,8,hot air,gas,public/commercial,No,No,No
305000,445,80,50400,98,2,0,1,6,hot water/steam,gas,public/commercial,No,No,No
582000,81,17,18000,153,2,1,2.5,5,hot air,gas,public/commercial,No,No,Yes
402000,1376,26,92300,148,3,0,1.5,6,hot air,gas,public/commercial,No,No,Yes
368000,688,44,99000,91,3,0,2,8,hot water/steam,gas,public/commercial,No,No,No
368000,648,18,53800,130,2,0,1.5,6,hot air,gas,public/commercial,No,No,Yes
328000,1862,44,70200,80,2,0,1,7,hot air,gas,public/commercial,No,No,No
621000,4047,1,106800,255,4,0,2.5,10,hot air,gas,septic,No,No,Yes
712000,243,15,46600,214,3,1,3,10,hot air,gas,public/commercial,No,No,Yes
301000,1174,34,52400,150,3,1,1,5,hot air,gas,public/commercial,No,No,No
1263000,4371,14,193300,246,4,1,2.5,12,hot air,gas,septic,No,No,Yes
593000,2550,19,65500,72,1,0,1,6,hot air,oil,public/commercial,No,No,No
384000,1376,26,49400,230,4,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
772000,2347,6,80000,291,4,1,3,9,hot air,gas,septic,No,No,No
1035000,4047,14,192500,303,4,1,2.5,12,hot air,gas,septic,No,No,Yes
337000,1619,34,59000,144,3,0,2.5,7,hot air,gas,public/commercial,No,No,No
169000,688,139,1900,131,6,0,1.5,9,hot water/steam,gas,public/commercial,No,No,No
155000,1862,44,2100,84,2,0,1,3,hot air,gas,septic,No,No,No
236000,931,66,3600,141,3,1,1,8,hot air,gas,public/commercial,No,No,No
229000,809,77,3400,115,3,1,1,8,hot air,gas,public/commercial,No,No,No
187000,850,54,3500,86,2,0,1,7,hot air,gas,public/commercial,No,No,No
215000,728,70,3100,120,3,0,1,4,hot air,gas,public/commercial,No,No,No
521000,648,17,5200,242,4,0,3,12,electric,electric,septic,No,No,No
132000,526,124,1500,121,3,0,2,8,hot air,gas,public/commercial,No,No,No
219000,1902,20,4700,106,3,0,1,6,hot water/steam,gas,septic,No,No,No
384000,1821,39,5500,158,3,0,2,6,hot water/steam,gas,septic,No,No,No
274000,2388,15,4500,144,3,1,2,4,electric,electric,septic,No,No,No
249000,1538,15,1700,97,2,0,1,3,electric,electric,septic,No,No,No
424000,2226,11,7500,198,4,0,3,10,hot water/steam,gas,septic,No,No,No
234000,2104,13,4500,125,3,0,2,5,hot air,gas,septic,No,No,No
159000,1862,66,3900,82,2,0,1,3,hot air,gas,septic,No,No,No
263000,3076,11,3800,169,3,0,1.5,7,hot air,oil,septic,No,No,No
152000,1862,43,5500,82,3,0,1,4,hot air,gas,septic,No,No,No
169000,688,134,2300,117,3,0,2,5,hot air,gas,public/commercial,No,No,No
359000,1376,15,5000,170,3,1,2.5,6,hot air,gas,septic,No,No,Yes
192000,405,126,1100,105,3,0,1.5,7,hot air,gas,public/commercial,No,No,No
236000,2185,41,5300,178,4,1,2.5,8,hot air,gas,septic,No,No,No
304000,3035,3,1700,118,3,0,1.5,7,hot air,gas,septic,No,No,No
229000,1740,39,4900,89,3,0,1,6,hot air,gas,septic,No,No,Yes
213000,607,65,2500,107,2,0,1.5,4,hot air,gas,public/commercial,No,No,No
164000,2104,13,4500,78,2,0,1,4,hot air,gas,septic,No,No,No
318000,1862,34,5500,196,5,0,2,11,hot air,gas,septic,No,No,No
330000,2104,10,2500,152,3,0,2,8,hot air,gas,septic,No,No,No
282000,1659,9,300,102,3,0,2,8,hot air,gas,septic,No,No,No
266000,1781,25,13200,152,3,1,1.5,8,hot air,gas,septic,No,No,Yes
296000,1862,26,13800,176,3,1,2.5,7,hot air,gas,septic,No,No,Yes
388000,1943,32,18400,207,5,2,2.5,11,hot air,gas,septic,No,No,No
301000,2631,22,16500,137,3,1,2,6,electric,electric,septic,No,No,No
221000,324,16,2100,138,3,1,1.5,5,hot air,gas,public/commercial,No,No,No
272000,2347,36,13300,127,3,1,1,4,hot air,gas,septic,No,No,No
232000,567,7,7200,112,3,0,1,8,hot air,gas,public/commercial,No,No,No
156000,567,0,7400,78,2,0,1,7,hot air,gas,public/commercial,No,No,Yes
320000,2752,54,25900,109,3,0,2,8,hot air,oil,public/commercial,No,No,No
217000,526,0,7400,128,3,0,2,4,hot air,gas,public/commercial,No,Yes,No
268000,1174,0,11300,166,3,0,2.5,7,hot air,gas,septic,No,Yes,No
212000,890,17,3400,138,3,0,1.5,4,hot air,gas,public/commercial,No,No,No
366000,2024,13,15300,146,3,1,1.5,7,hot water/steam,gas,public/commercial,No,No,No
140000,728,154,7500,88,2,0,1.5,5,hot air,oil,septic,No,No,No
522000,2226,14,25300,296,4,1,3.5,12,hot air,gas,public/commercial,No,No,Yes
159000,1133,16,10600,125,3,0,1.5,7,hot air,gas,septic,No,No,No
163000,1416,20,12000,124,2,1,1.5,5,electric,electric,septic,No,No,Yes
278000,1012,10,8400,143,3,0,2.5,6,hot air,gas,public/commercial,No,No,No
310000,10846,11,21400,211,4,1,3.5,8,hot water/steam,oil,septic,No,No,No
263000,809,15,3400,138,2,1,2.5,4,hot air,gas,public/commercial,No,No,No
556000,81,8,14000,233,4,2,2.5,10,hot air,gas,public/commercial,No,No,No
272000,1497,1,15800,172,4,0,2,6,hot air,oil,septic,No,No,No
152000,1821,19,14000,98,2,1,1,7,hot air,gas,septic,No,No,No
212000,1457,21,40000,129,3,0,1.5,7,hot air,gas,septic,No,No,No
282000,3035,53,6500,150,3,1,2,5,hot air,oil,septic,No,No,No
412000,2792,15,16900,145,3,1,2,6,hot air,gas,public/commercial,No,No,No
465000,1862,17,18400,192,4,1,2.5,10,hot air,gas,septic,No,No,Yes
692000,2792,13,21900,234,4,0,2.5,11,hot air,oil,septic,No,No,Yes
215000,3602,14,19300,157,4,0,1.5,5,electric,electric,septic,No,No,No
355000,1902,18,14100,138,3,0,1.5,5,hot water/steam,gas,septic,No,No,No
151000,607,67,2600,93,3,0,1,6,hot water/steam,oil,public/commercial,No,No,No
144000,1862,17,4420,83,2,0,1,3,hot water/steam,oil,public/commercial,No,No,No
417000,3116,50,3000,74,2,1,1,7,hot water/steam,oil,septic,No,No,No
446000,3440,34,50400,255,4,2,3.5,12,hot water/steam,oil,septic,No,No,No
436000,40,1,43300,212,4,0,2.5,8,hot air,gas,public/commercial,No,Yes,Yes
200000,81,19,14900,119,2,1,2.5,6,hot air,gas,public/commercial,No,No,Yes
487000,2307,14,43200,229,4,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
762000,2428,9,57000,269,4,2,2.5,12,hot air,gas,public/commercial,No,No,Yes
583000,1659,4,37600,248,4,1,3.5,8,hot air,electric,public/commercial,No,No,Yes
333000,1174,21,26300,180,3,0,1.5,8,hot air,gas,public/commercial,No,No,No
344000,1902,11,25500,123,3,0,2.5,7,hot air,gas,public/commercial,No,No,No
772000,2469,6,23900,307,4,1,2.5,12,hot air,gas,public/commercial,No,No,Yes
802000,4614,6,82100,305,4,1,3,11,hot air,gas,public/commercial,No,No,Yes
681000,1943,4,37100,298,4,1,2.5,9,hot air,gas,public/commercial,No,No,Yes
215000,40,16,9900,113,2,0,2.5,6,electric,electric,public/commercial,No,No,Yes
313000,1255,37,21500,166,3,1,1.5,6,hot water/steam,gas,public/commercial,No,No,No
291000,850,16,28800,110,2,1,1.5,6,hot air,gas,public/commercial,No,No,Yes
342000,850,16,28000,135,3,1,2,8,hot air,electric,public/commercial,No,No,Yes
485000,1862,13,36600,199,4,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
206000,40,16,9900,113,2,0,1.5,6,electric,electric,public/commercial,No,No,Yes
351000,1781,39,24100,141,4,1,1.5,5,hot water/steam,gas,public/commercial,No,No,No
673000,1416,0,233000,310,4,1,2.5,12,hot air,gas,public/commercial,No,Yes,Yes
643000,2307,10,54600,218,3,0,2.5,10,hot air,gas,public/commercial,No,No,Yes
159000,1983,74,10600,89,2,0,1,7,hot air,gas,septic,No,No,No
456000,162,6,28800,144,3,0,2.5,8,hot air,gas,public/commercial,No,No,No
605000,1862,7,36400,267,4,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
289000,890,18,29600,110,2,1,1.5,6,hot air,gas,public/commercial,No,No,Yes
320000,2509,38,15100,127,3,0,1.5,6,hot air,gas,septic,No,No,No
551000,1983,10,38400,177,4,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
388000,2064,11,26900,123,3,0,2,8,hot air,gas,public/commercial,No,No,No
334000,4047,34,25200,148,3,1,1.5,5,hot air,gas,septic,No,No,No
407000,1862,8,38100,172,3,1,2.5,7,hot air,gas,public/commercial,No,No,Yes
702000,1862,1,36600,291,4,1,2.5,12,hot air,gas,public/commercial,No,Yes,Yes
536000,1902,7,20000,186,4,1,2.5,10,hot air,gas,public/commercial,No,No,No
310000,1983,36,27800,151,3,1,1.5,8,hot air,gas,public/commercial,No,No,Yes
293000,931,40,22000,104,3,0,1,7,hot water/steam,oil,public/commercial,No,No,No
538000,1457,2,53900,220,5,1,2.5,11,hot air,gas,public/commercial,No,No,Yes
593000,3804,9,48200,239,4,1,2.5,11,hot air,gas,public/commercial,No,No,No
324000,1376,25,9200,144,3,0,1.5,5,electric,electric,septic,No,No,No
627000,4047,11,26700,254,3,0,2.5,11,hot air,gas,public/commercial,No,No,Yes
463000,2145,8,38800,136,3,1,2,5,hot air,gas,public/commercial,No,No,Yes
328000,364,15,25500,145,2,0,2.5,7,hot air,gas,public/commercial,No,No,No
272000,2104,34,14000,155,3,0,1.5,8,hot water/steam,oil,septic,No,No,No
417000,1497,16,24500,175,4,1,3,10,hot air,gas,public/commercial,No,No,No
333000,1336,37,21400,171,3,1,1,7,hot air,gas,public/commercial,No,No,No
623000,2024,9,37800,220,4,1,2.5,11,hot air,gas,public/commercial,No,No,Yes
301000,1336,32,22500,196,5,1,1.5,11,hot water/steam,gas,public/commercial,No,No,No
330000,1255,16,36800,110,2,0,1.5,7,hot air,gas,public/commercial,No,No,No
605000,2145,11,38800,223,4,1,2.5,11,hot air,gas,public/commercial,No,No,Yes
330000,445,15,15400,115,2,1,1.5,4,hot air,gas,public/commercial,No,No,No
326000,567,17,19600,110,2,0,1.5,6,hot air,gas,public/commercial,No,No,Yes
524000,2226,2,39500,188,4,1,2.5,9,hot air,gas,public/commercial,No,No,No
328000,567,19,21000,127,2,1,1.5,5,hot air,gas,public/commercial,No,No,Yes
335000,607,17,21000,125,2,1,2.5,6,hot air,gas,public/commercial,No,No,Yes
964000,4047,70,35900,139,3,0,1,7,hot air,oil,septic,No,No,No
310000,1497,37,24500,93,3,1,1,6,hot water/steam,gas,public/commercial,No,No,No
328000,1376,24,27000,195,3,1,2.5,9,hot air,gas,public/commercial,No,No,No
339000,1295,18,27000,154,3,1,1.5,4,hot air,gas,public/commercial,No,No,No
325000,1336,18,27000,145,3,0,1.5,7,hot air,electric,public/commercial,No,No,No
201000,607,19,15700,92,2,0,2,7,electric,electric,public/commercial,No,No,No
330000,1295,17,27000,164,5,1,2,9,hot water/steam,gas,public/commercial,No,No,No
16000,648,20,15700,85,2,1,1.5,4,electric,electric,public/commercial,No,No,No
249000,648,17,15100,148,3,0,1.5,7,electric,electric,public/commercial,No,No,No
261000,243,54,3600,125,5,0,1,8,electric,electric,public/commercial,No,No,No
237000,648,17,15100,129,2,1,1.5,7,electric,electric,public/commercial,No,No,No
222000,607,17,15100,129,2,0,1.5,5,electric,electric,public/commercial,No,No,No
221000,607,17,15100,156,2,0,1.5,7,electric,electric,public/commercial,No,No,No
195000,607,20,15700,84,2,0,1,7,electric,electric,public/commercial,No,No,No
316000,1255,16,27000,142,2,1,2,5,hot air,gas,public/commercial,No,No,Yes
187000,648,20,15700,85,2,0,1.5,3,electric,electric,public/commercial,No,No,No
220000,607,18,15100,110,2,0,1.5,3,electric,electric,public/commercial,No,No,No
351000,1862,26,24500,160,3,1,1.5,7,electric,electric,public/commercial,No,No,No
270000,648,19,15100,100,2,1,1,6,electric,electric,septic,No,No,No
378000,1336,16,27000,197,4,1,2,9,electric,electric,public/commercial,No,No,No
417000,1336,16,27000,235,3,0,1.5,10,electric,electric,public/commercial,No,No,No
388000,1983,15,25000,148,3,1,1.5,8,hot air,gas,septic,No,No,No
347000,1295,18,27000,120,3,0,1,4,electric,electric,public/commercial,No,No,No
353000,3804,33,25200,184,4,1,2.5,8,hot water/steam,gas,septic,No,No,No
248000,648,17,15700,92,2,1,2,7,electric,electric,public/commercial,No,No,No
368000,1457,20,27000,140,3,1,2,8,hot air,gas,public/commercial,No,No,No
227000,648,17,15600,84,2,0,1,4,electric,electric,public/commercial,No,No,No
396000,1416,20,27000,178,4,1,2,7,electric,electric,public/commercial,No,No,No
276000,607,18,15700,85,2,0,1.5,5,electric,electric,public/commercial,No,No,No
206000,648,20,15700,85,2,0,1.5,5,electric,electric,public/commercial,No,No,No
155000,648,19,15700,92,2,0,2,4,electric,electric,public/commercial,No,No,No
310000,1416,20,27000,163,2,0,2,4,electric,electric,public/commercial,No,No,No
247000,648,18,15700,85,2,1,1.5,3,electric,electric,public/commercial,No,No,No
263000,607,17,15100,129,3,0,1.5,8,electric,electric,public/commercial,No,No,No
372000,1740,15,25000,121,3,0,1.5,7,hot air,gas,septic,No,No,No
234000,607,17,15600,84,2,0,1,7,electric,electric,public/commercial,No,No,No
495000,4047,25,21700,177,3,0,2,7,electric,electric,septic,No,No,No
339000,1336,16,27000,204,3,1,2.5,7,electric,electric,public/commercial,No,No,No
234000,648,25,15100,100,2,1,1,4,hot air,gas,public/commercial,No,No,Yes
349000,2388,15,25000,121,3,1,1.5,5,hot air,gas,septic,No,No,Yes
376000,1619,1,15000,229,4,1,2.5,10,hot air,gas,public/commercial,No,No,No
225000,1416,22,10500,97,3,0,1,4,electric,electric,public/commercial,No,No,No
662000,1781,0,13000,268,4,1,3,12,hot air,gas,public/commercial,No,Yes,No
257000,567,8,3700,171,3,0,1,6,hot air,gas,public/commercial,No,No,No
239000,1497,19,13000,185,2,0,1,4,electric,electric,public/commercial,No,No,No
407000,4047,43,22900,62,2,0,1,3,hot air,oil,septic,No,No,No
291000,7932,13,18400,141,2,0,2,4,hot air,oil,septic,No,No,No
16000,648,20,15700,85,2,1,1.5,6,electric,electric,public/commercial,No,No,No
169000,607,19,15700,85,2,0,1.5,6,electric,electric,public/commercial,No,No,No
219000,607,17,15000,129,2,0,1.5,5,electric,electric,public/commercial,No,No,No
270000,1255,18,27000,140,3,1,1.5,8,hot air,gas,public/commercial,No,No,No
206000,607,17,15100,129,2,0,1.5,5,electric,electric,public/commercial,No,No,No
253000,607,19,15100,151,3,0,2.5,6,electric,electric,public/commercial,No,No,No
249000,648,17,15100,148,3,0,1.5,5,electric,electric,public/commercial,No,No,No
261000,243,54,3600,125,5,0,1,7,electric,electric,public/commercial,No,No,No
237000,648,17,15100,129,2,1,1.5,7,electric,electric,public/commercial,No,No,No
222000,607,17,15100,129,2,0,1.5,4,electric,electric,public/commercial,No,No,No
221000,607,17,15100,156,2,0,1.5,4,electric,electric,public/commercial,No,No,No
195000,607,20,15700,84,2,0,1,3,electric,electric,public/commercial,No,No,No
316000,1255,16,27000,142,2,1,2,7,hot air,gas,public/commercial,No,No,Yes
187000,648,20,15700,85,2,0,1.5,3,electric,electric,public/commercial,No,No,No
220000,607,18,15100,110,2,0,1.5,3,electric,electric,public/commercial,No,No,No
351000,1862,26,24500,160,3,1,1.5,5,electric,electric,public/commercial,No,No,No
270000,648,19,15100,100,2,1,1,5,electric,electric,septic,No,No,No
378000,1336,16,27000,197,4,1,2,10,electric,electric,public/commercial,No,No,No
417000,1336,16,27000,235,3,0,1.5,8,electric,electric,public/commercial,No,No,No
388000,1983,15,25000,148,3,1,1.5,7,hot air,gas,septic,No,No,No
347000,1295,18,27000,120,3,0,1,4,electric,electric,public/commercial,No,No,No
353000,3804,33,25200,184,4,1,2.5,9,hot water/steam,gas,septic,No,No,No
248000,648,17,15700,92,2,1,2,3,electric,electric,public/commercial,No,No,No
368000,1457,20,27000,140,3,1,2,7,hot air,gas,public/commercial,No,No,No
227000,648,17,15600,84,2,0,1,4,electric,electric,public/commercial,No,No,No
396000,1416,20,27000,178,4,1,2,10,electric,electric,public/commercial,No,No,No
276000,607,18,15700,85,2,0,1.5,7,electric,electric,public/commercial,No,No,No
206000,648,20,15700,85,2,0,1.5,7,electric,electric,public/commercial,No,No,No
155000,648,19,15700,92,2,0,2,5,electric,electric,public/commercial,No,No,No
310000,1416,20,27000,163,2,0,2,6,electric,electric,public/commercial,No,No,No
247000,648,18,15700,85,2,1,1.5,6,electric,electric,public/commercial,No,No,No
263000,607,17,15100,129,3,0,1.5,7,electric,electric,public/commercial,No,No,No
372000,1740,15,25000,121,3,0,1.5,4,hot air,gas,septic,No,No,No
234000,607,17,15600,84,2,0,1,5,electric,electric,public/commercial,No,No,No
495000,4047,25,21700,177,3,0,2,8,electric,electric,septic,No,No,No
339000,1336,16,27000,204,3,1,2.5,8,electric,electric,public/commercial,No,No,No
234000,648,25,15100,100,2,1,1,5,hot air,gas,public/commercial,No,No,Yes
349000,2388,15,25000,121,3,1,1.5,5,hot air,gas,septic,No,No,Yes
376000,1619,1,15000,229,4,1,2.5,11,hot air,gas,public/commercial,No,No,No
225000,1416,22,10500,97,3,0,1,8,electric,electric,public/commercial,No,No,No
662000,1781,0,13000,268,4,1,3,11,hot air,gas,public/commercial,No,Yes,No
257000,567,8,3700,171,3,0,1,7,hot air,gas,public/commercial,No,No,No
239000,1497,19,13000,185,2,0,1,5,electric,electric,public/commercial,No,No,No
407000,4047,43,22900,62,2,0,1,5,hot air,oil,septic,No,No,No
291000,7932,13,18400,141,2,0,2,6,hot air,oil,septic,No,No,No
285000,1133,52,23200,152,4,0,1.5,5,hot air,oil,septic,No,No,No
249000,1255,39,25100,155,4,0,1.5,5,hot air,gas,public/commercial,No,No,No
303000,1012,26,29000,176,3,2,2,6,hot air,gas,public/commercial,No,No,Yes
359000,2266,18,30800,154,3,1,2,6,hot water/steam,gas,public/commercial,No,No,No
555000,2428,21,91600,234,4,1,2.5,8,hot air,gas,septic,No,No,Yes
883000,1902,1,14100,310,4,1,3.5,12,hot air,gas,public/commercial,No,No,Yes
227000,202,17,16000,121,2,1,1.5,4,hot air,gas,public/commercial,No,No,Yes
408000,2347,16,38200,187,3,1,2,5,hot air,gas,public/commercial,No,No,Yes
320000,1174,27,22700,171,4,1,1.5,8,hot air,gas,public/commercial,No,No,Yes
475000,4047,49,69600,185,3,1,2,9,hot air,oil,septic,No,No,No
339000,2024,19,29000,154,3,1,2,6,hot water/steam,gas,public/commercial,No,No,No
434000,2307,8,31100,176,3,1,2.5,7,hot air,gas,public/commercial,No,No,No
241000,324,19,17200,138,3,1,1.5,5,hot air,gas,public/commercial,No,No,Yes
274000,809,19,19000,115,2,1,2,7,electric,electric,public/commercial,No,No,No
287000,1214,31,24500,165,3,1,1.5,7,hot air,gas,public/commercial,No,No,No
534000,2631,23,72000,234,5,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
402000,2266,35,30800,251,4,1,2.5,10,hot water/steam,gas,public/commercial,No,No,No
564000,2833,21,39200,217,4,1,3.5,8,hot air,gas,public/commercial,No,No,Yes
294000,2428,33,32000,249,4,1,2.5,11,hot water/steam,gas,public/commercial,No,No,No
401000,11534,25,54700,203,4,1,2,8,electric,electric,septic,No,No,Yes
465000,1902,21,48300,212,4,1,2.5,9,hot air,gas,public/commercial,No,No,Yes
223000,243,19,16400,122,2,0,1.5,6,electric,electric,public/commercial,No,No,No
462000,1659,35,44300,223,4,1,2.5,11,hot air,gas,septic,No,No,No
343000,2307,45,33200,194,4,1,2,8,hot water/steam,gas,septic,No,No,No
359000,1943,39,28200,215,5,1,2.5,11,hot water/steam,gas,public/commercial,No,No,No
446000,2145,19,65800,190,4,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
913000,49373,19,111300,242,3,1,2.5,11,hot air,electric,septic,No,No,Yes
458000,2469,16,29100,158,3,1,1.5,6,hot water/steam,gas,public/commercial,No,No,No
407000,1983,18,28600,198,4,1,2.5,8,hot water/steam,gas,public/commercial,No,No,No
356000,2428,38,32000,215,4,1,2.5,10,hot water/steam,gas,public/commercial,No,No,No
219000,486,31,18200,133,3,0,1.5,8,hot air,gas,public/commercial,No,No,Yes
212000,607,20,18500,86,2,0,1,7,hot water/steam,gas,public/commercial,No,No,No
225000,3116,126,36300,167,3,1,1,6,hot air,gas,septic,No,No,No
180000,1052,23,18200,91,3,0,2,5,electric,electric,public/commercial,No,No,No
463000,2671,19,53000,206,4,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
330000,2307,102,25800,183,4,2,1,6,hot water/steam,oil,septic,No,No,No
549000,1902,19,75200,221,3,1,2.5,8,hot air,gas,public/commercial,No,No,Yes
367000,1943,18,36700,147,3,1,1.5,5,hot water/steam,gas,public/commercial,No,No,No
378000,1862,32,32700,135,4,1,2,7,hot air,gas,public/commercial,No,No,No
623000,2307,12,67300,276,4,1,3,11,hot air,oil,public/commercial,No,No,Yes
328000,1740,37,31400,150,3,1,1.5,7,hot air,gas,public/commercial,No,No,No
647000,2347,4,17400,254,3,1,2.5,9,hot air,gas,public/commercial,No,No,Yes
263000,607,22,18500,138,3,1,1.5,5,electric,electric,public/commercial,No,No,Yes
115000,567,19,18400,88,2,0,1,3,electric,electric,public/commercial,No,No,Yes
504000,1619,25,25000,180,4,1,2.5,8,hot water/steam,gas,public/commercial,No,No,No
280000,405,174,32800,127,5,1,1,9,hot air,oil,septic,No,No,No
873000,2024,2,15000,302,4,1,2.5,11,hot air,gas,public/commercial,No,No,Yes
465000,1700,23,57500,146,3,2,2,7,hot air,gas,public/commercial,No,No,Yes
301000,364,21,17600,122,2,1,1.5,6,electric,electric,public/commercial,No,No,Yes
621000,1862,3,16100,224,4,1,1.5,11,hot air,gas,public/commercial,No,No,Yes
85000,1943,56,31800,84,2,1,1,5,hot air,oil,septic,No,No,No
853000,2347,0,17400,294,4,1,3.5,10,hot air,gas,public/commercial,No,No,Yes
128000,1133,102,22400,84,2,1,1,7,hot water/steam,oil,septic,No,No,No
225000,526,20,18300,86,2,0,1,6,electric,electric,public/commercial,No,No,No
266000,486,18,18200,106,2,1,1,6,electric,electric,public/commercial,No,No,Yes
386000,1821,38,27000,215,5,1,2.5,12,hot water/steam,gas,public/commercial,No,No,No
361000,1862,30,30400,174,4,1,2,9,hot air,gas,public/commercial,No,No,No
286000,1174,20,20300,114,4,0,1.5,6,electric,electric,public/commercial,No,No,No
226000,243,19,16400,138,3,1,1.5,5,hot air,gas,public/commercial,No,No,Yes
349000,1781,38,31800,150,3,0,1.5,6,hot air,gas,public/commercial,No,No,No
465000,1983,22,48800,194,4,1,2.5,6,electric,electric,public/commercial,No,No,Yes
475000,1619,4,30000,198,4,1,2.5,10,hot air,gas,public/commercial,No,No,No
234000,607,20,18500,86,2,1,1,5,hot air,gas,public/commercial,No,No,No
113000,1376,74,24800,157,4,0,1.5,8,electric,electric,septic,No,No,No
191000,1133,82,12600,146,3,0,1,7,hot air,gas,septic,No,No,No
475000,2307,35,33200,210,4,1,2.5,9,hot air,gas,public/commercial,No,No,Yes
758000,2469,8,71200,275,4,1,2.5,10,hot air,gas,public/commercial,No,No,Yes
322000,1821,31,27000,157,4,1,2.5,8,hot water/steam,gas,public/commercial,No,No,No
465000,3480,36,35800,249,5,1,3.5,12,hot water/steam,gas,public/commercial,No,No,Yes
455000,1538,26,40100,255,3,1,3,8,hot air,oil,septic,No,No,No
407000,2024,30,29000,187,4,1,2.5,10,hot water/steam,gas,public/commercial,No,No,No
448000,1416,31,27800,251,5,1,1.5,9,hot air,gas,public/commercial,No,No,No
291000,526,21,18300,122,2,1,1.5,6,hot air,gas,public/commercial,No,No,Yes
325000,2266,38,34800,155,3,1,1.5,8,hot air,gas,public/commercial,No,No,No
169000,809,55,7700,112,2,0,1,4,hot air,oil,septic,No,No,No
8000,1174,4,35800,158,3,1,2.5,6,hot air,gas,public/commercial,No,No,Yes
495000,2024,40,29000,247,5,1,3.5,12,hot water/steam,gas,public/commercial,No,No,No
593000,3116,16,74400,285,4,1,2.5,9,hot water/steam,gas,public/commercial,No,No,Yes
